decision_step,time,action,phase_id,state_north_count,state_east_count,state_south_count,state_west_count,reward,total_waiting,vehicle_count,avg_travel_time
0,5.0,4,5,0,0,0,0,-0.0,0.0,0,0.0
1,10.0,4,5,0,0,0,0,-0.05,0.0,1,3.0
2,15.0,4,5,0,0,0,0,-0.15000000000000002,0.0,3,4.666666666666667
3,20.0,4,5,0,0,0,0,-0.25,0.0,5,7.0
4,25.0,4,5,0,0,0,0,-0.4,0.0,8,7.4
5,30.0,4,5,0,0,0,0,-0.65,0.0,13,9.923076923076923
6,35.0,4,5,0,0,0,0,-0.75,0.0,15,13.4
7,40.0,4,5,0,0,0,1,-1.85,1.0,17,16.647058823529413
8,45.0,0,1,0,0,0,0,-0.9500000000000001,0.0,19,18.85
9,50.0,4,5,0,0,0,0,-1.1,0.0,22,20.041666666666668
10,55.0,4,5,0,0,0,2,-3.2,2.0,24,21.892857142857142
11,60.0,2,3,1,1,0,3,-6.35,5.0,27,25.366666666666667
12,65.0,6,7,2,0,0,4,-7.55,6.0,31,27.87878787878788
13,70.0,4,5,0,1,0,5,-7.6,6.0,32,31.02857142857143
14,75.0,6,7,0,1,0,5,-7.6,6.0,32,33.729729729729726
15,80.0,6,7,0,0,0,5,-6.7,5.0,34,35.325
16,85.0,7,8,0,4,0,5,-10.95,9.0,39,33.166666666666664
17,90.0,5,6,0,7,0,2,-11.05,9.0,41,35.294117647058826
18,95.0,2,3,0,9,0,2,-13.15,11.0,43,37.9622641509434
19,100.0,6,7,0,5,0,5,-12.25,10.0,45,38.46551724137931
20,105.0,5,6,0,5,1,3,-11.45,9.0,49,39.26984126984127
21,110.0,5,6,0,8,3,0,-13.55,11.0,51,40.088235294117645
22,115.0,3,4,1,9,5,2,-19.75,17.0,55,41.583333333333336
23,120.0,7,8,1,10,2,5,-22.7,20.0,54,43.0921052631579
24,125.0,7,8,3,10,0,6,-25.8,23.0,56,46.27272727272727
25,130.0,1,2,5,10,0,7,-26.85,24.0,57,46.97560975609756
26,135.0,6,7,7,8,2,7,-27.05,24.0,61,46.25555555555555
27,140.0,1,2,10,5,1,7,-26.15,23.0,63,47.410526315789475
28,145.0,1,2,10,3,1,7,-24.35,21.0,67,46.91346153846154
29,150.0,1,2,10,1,1,7,-22.45,19.0,69,48.3394495412844
30,155.0,0,1,8,2,2,4,-19.55,16.0,71,50.651785714285715
31,160.0,0,1,6,5,4,1,-19.55,16.0,71,53.23684210526316
32,165.0,0,1,3,8,7,0,-21.55,18.0,71,55.706896551724135
33,170.0,5,6,3,10,10,0,-28.5,25.0,70,58.939655172413794
34,175.0,7,8,6,10,7,0,-31.45,28.0,69,61.51282051282051
35,180.0,4,5,4,10,7,0,-33.4,30.0,68,63.90677966101695
36,185.0,1,2,2,10,6,0,-32.5,29.0,70,64.65573770491804
37,190.0,7,8,5,10,4,0,-32.4,29.0,68,65.42063492063492
38,195.0,4,5,2,10,4,0,-30.3,27.0,66,67.5748031496063
39,200.0,1,2,2,10,2,0,-26.45,23.0,69,67.62878787878788
40,205.0,6,7,3,10,4,0,-23.45,20.0,69,67.75182481751825
41,210.0,3,4,4,10,7,0,-26.7,23.0,74,67.07638888888889
42,215.0,1,2,5,7,6,4,-25.7,22.0,74,69.21379310344828
43,220.0,2,3,6,9,5,4,-27.65,24.0,73,70.76190476190476
44,225.0,2,3,7,10,7,6,-33.6,30.0,72,72.24161073825503
45,230.0,5,6,9,10,10,5,-39.6,36.0,72,73.64900662251655
46,235.0,2,3,10,10,10,6,-45.5,42.0,70,75.48684210526316
47,240.0,1,2,10,10,6,6,-42.45,39.0,69,77.76315789473684
48,245.0,0,1,7,10,3,6,-38.3,35.0,66,79.44444444444444
49,250.0,4,5,4,10,6,6,-42.35,39.0,67,79.56050955414013
50,255.0,1,2,3,10,4,8,-38.55,35.0,71,79.77639751552795
51,260.0,1,2,6,10,0,10,-34.45,31.0,69,81.93788819875776
52,265.0,1,2,7,10,0,10,-31.5,28.0,70,83.07361963190183
53,270.0,1,2,7,9,0,10,-29.35,26.0,67,85.16564417177914
54,275.0,0,1,4,10,2,8,-27.35,24.0,67,86.17575757575757
55,280.0,0,1,2,9,3,5,-22.4,19.0,68,86.64880952380952
56,285.0,3,4,3,9,4,1,-20.55,17.0,71,85.19428571428571
57,290.0,3,4,7,10,4,5,-31.65,28.0,73,84.84444444444445
58,295.0,0,1,4,10,4,4,-31.55,28.0,71,84.97826086956522
59,300.0,0,1,1,10,4,0,-28.7,25.0,74,84.68253968253968
60,305.0,7,8,3,10,3,1,-33.8,30.0,76,84.05128205128206
61,310.0,2,3,4,10,5,4,-42.9,39.0,78,82.30392156862744
62,315.0,0,1,1,10,8,1,-40.05,36.0,81,82.6875
63,320.0,4,5,0,10,10,4,-46.3,42.0,86,82.76525821596245
64,325.0,1,2,2,10,10,4,-47.3,43.0,86,82.5296803652968
65,330.0,7,8,6,10,6,4,-49.3,45.0,86,82.36888888888889
66,335.0,7,8,7,10,5,4,-51.5,47.0,90,83.00436681222708
67,340.0,4,5,6,10,7,4,-56.6,52.0,92,84.69130434782609
68,345.0,1,2,6,10,4,4,-52.5,48.0,90,86.69565217391305
69,350.0,0,1,4,10,5,2,-50.5,46.0,90,87.90517241379311
70,355.0,1,2,5,10,5,3,-49.5,45.0,90,88.71914893617021
71,360.0,3,4,7,10,7,4,-50.35,46.0,87,90.21610169491525
72,365.0,0,1,4,10,10,1,-50.2,46.0,84,91.63291139240506
73,370.0,1,2,2,10,10,2,-44.25,40.0,85,92.29166666666667
74,375.0,7,8,6,10,9,3,-49.35,45.0,87,91.125
75,380.0,5,6,7,10,7,1,-51.45,47.0,89,90.14453125
76,385.0,2,3,7,10,6,2,-50.45,46.0,89,91.02316602316603
77,390.0,7,8,7,10,5,5,-52.45,48.0,89,91.18181818181819
78,395.0,4,5,6,10,7,7,-56.35,52.0,87,93.04166666666667
79,400.0,0,1,4,10,6,5,-55.3,51.0,86,93.82022471910112
80,405.0,2,3,5,10,10,3,-58.15,54.0,83,95.62172284644194
81,410.0,1,2,8,10,7,6,-59.05,55.0,81,97.02611940298507
82,415.0,0,1,7,10,5,4,-54.2,50.0,84,96.68248175182482
83,420.0,4,5,6,10,6,3,-55.3,51.0,86,96.43214285714286
84,425.0,2,3,6,10,9,6,-62.3,58.0,86,97.932384341637
85,430.0,1,2,6,10,5,6,-53.25,49.0,85,98.04895104895105
86,435.0,0,1,7,10,3,3,-47.4,43.0,88,98.5551724137931
87,440.0,1,2,7,10,3,3,-45.2,41.0,84,99.38225255972696
88,445.0,1,2,8,10,2,7,-46.2,42.0,84,99.89562289562289
89,450.0,0,1,7,10,2,4,-41.25,37.0,85,98.7843137254902
90,455.0,7,8,7,10,4,5,-48.6,44.0,92,99.10932475884245
91,460.0,0,1,6,10,3,5,-49.65,45.0,93,99.13880126182966
92,465.0,2,3,8,10,5,1,-49.7,45.0,94,100.44200626959248
93,470.0,0,1,5,10,5,2,-47.75,43.0,95,100.8179012345679
94,475.0,3,4,4,10,7,2,-48.8,44.0,96,100.32228915662651
95,480.0,1,2,9,10,6,4,-52.8,48.0,96,101.95795795795796
96,485.0,1,2,10,10,6,4,-54.95,50.0,99,102.68545994065282
97,490.0,4,5,10,10,8,4,-59.9,55.0,98,103.42228739002933
98,495.0,6,7,10,10,10,4,-59.95,55.0,99,104.75218658892128
99,500.0,0,1,8,10,10,2,-53.85,49.0,97,105.47262247838617
100,505.0,7,8,4,10,10,3,-49.9,45.0,98,105.90056818181819
101,510.0,0,1,5,10,10,0,-51.95,47.0,99,106.06983240223464
102,515.0,0,1,5,10,10,0,-54.85,50.0,97,107.6824512534819
103,520.0,0,1,2,10,10,0,-52.95,48.0,99,108.68232044198895
104,525.0,1,2,3,10,10,0,-52.95,48.0,99,109.97802197802197
105,530.0,7,8,7,10,10,0,-54.0,49.0,100,110.66847826086956
106,535.0,0,1,7,10,10,0,-60.1,55.0,102,111.61455525606469
107,540.0,0,1,4,10,10,0,-61.0,56.0,100,112.85522788203754
108,545.0,7,8,3,10,6,0,-54.95,50.0,99,112.86015831134564
109,550.0,1,2,7,10,7,2,-58.0,53.0,100,113.78795811518324
110,555.0,1,2,10,10,7,3,-59.0,54.0,100,114.4119170984456
111,560.0,7,8,10,10,0,3,-52.0,47.0,100,114.47193877551021
112,565.0,7,8,10,10,0,4,-54.0,49.0,100,115.71319796954315
113,570.0,0,1,10,10,2,0,-51.9,47.0,98,116.9469696969697
114,575.0,7,8,10,10,3,2,-60.8,56.0,96,118.72727272727273
115,580.0,0,1,10,10,3,1,-58.6,54.0,92,120.1662468513854
116,585.0,0,1,10,10,5,0,-59.45,55.0,89,120.67581047381546
117,590.0,4,5,4,10,5,1,-53.35,49.0,87,121.45792079207921
118,595.0,5,6,4,10,6,0,-55.35,51.0,87,122.51477832512315
119,600.0,6,7,8,10,6,0,-55.35,51.0,87,123.85012285012284
120,605.0,1,2,10,10,1,0,-51.5,47.0,90,124.87530562347189
121,610.0,2,3,10,10,2,0,-52.35,48.0,87,125.8905109489051
122,615.0,7,8,10,10,1,0,-53.2,49.0,84,126.86440677966101
123,620.0,2,3,10,10,2,1,-56.1,52.0,82,127.80722891566265
124,625.0,4,5,9,10,4,3,-58.2,54.0,84,128.1384248210024
125,630.0,0,1,5,10,4,0,-50.15,46.0,83,128.18867924528303
126,635.0,4,5,2,10,4,2,-48.95,45.0,79,129.42823529411766
127,640.0,3,4,3,10,4,2,-45.95,42.0,79,130.34192037470726
128,645.0,7,8,5,10,0,2,-43.85,40.0,77,131.85948477751757
129,650.0,7,8,8,10,0,2,-52.2,48.0,84,130.6651376146789
130,655.0,4,5,9,10,0,3,-61.3,57.0,86,130.4683257918552
131,660.0,7,8,9,10,0,3,-63.3,59.0,86,131.45495495495496
132,665.0,7,8,10,10,0,3,-64.35,60.0,87,131.55456570155903
133,670.0,7,8,10,10,0,3,-64.3,60.0,86,132.24778761061947
134,675.0,7,8,10,10,0,3,-69.3,65.0,86,133.52980132450332
135,680.0,7,8,10,10,0,4,-72.35,68.0,87,133.94310722100656
136,685.0,0,1,10,10,0,0,-65.3,61.0,86,135.5120350109409
137,690.0,1,2,10,10,0,2,-64.2,60.0,84,137.0612691466083
138,695.0,4,5,9,10,3,0,-59.15,55.0,83,138.5929978118162
139,700.0,2,3,8,10,5,2,-61.4,57.0,88,138.64285714285714
140,705.0,2,3,10,10,6,3,-66.4,62.0,88,139.32258064516128
141,710.0,7,8,10,10,1,3,-62.6,58.0,92,139.72494669509595
142,715.0,6,7,10,10,2,3,-55.65,51.0,93,139.57052631578946
143,720.0,7,8,10,10,0,3,-50.75,46.0,95,139.45738045738045
