decision_step,time,action,phase_id,state_north_count,state_east_count,state_south_count,state_west_count,state_phase,reward,total_waiting,vehicle_count,avg_travel_time
0,5.0,3,4,0,0,0,0,3,-0.0,0.0,0,0.0
1,10.0,4,5,0,0,0,0,4,-0.1,0.0,1,3.0
2,15.0,5,6,0,0,0,0,5,-0.30000000000000004,0.0,3,4.666666666666667
3,20.0,7,8,0,0,0,0,7,-0.5,0.0,5,7.0
4,25.0,5,6,0,0,0,0,5,-0.8,0.0,8,7.4
5,30.0,7,8,0,0,0,0,7,-1.3,0.0,13,9.923076923076923
6,35.0,5,6,0,0,0,0,5,-1.5,0.0,15,13.4
7,40.0,7,8,0,0,0,0,7,-1.7000000000000002,0.0,17,16.647058823529413
8,45.0,5,6,1,0,0,0,5,-2.9000000000000004,1.0,19,18.85
9,50.0,0,1,0,0,0,0,0,-2.2,0.0,22,20.041666666666668
10,55.0,3,4,2,0,0,1,3,-5.4,3.0,24,21.892857142857142
11,60.0,5,6,6,1,0,0,5,-9.7,7.0,27,25.366666666666667
12,65.0,4,5,1,1,0,1,4,-6.0,3.0,30,27.818181818181817
13,70.0,1,2,2,1,0,1,1,-7.2,4.0,32,30.942857142857143
14,75.0,6,7,3,0,0,2,6,-8.4,5.0,34,33.78378378378378
15,80.0,6,7,3,0,0,2,6,-8.5,5.0,35,35.55
16,85.0,6,7,3,0,0,2,6,-9.100000000000001,5.0,41,33.541666666666664
17,90.0,6,7,3,0,0,3,6,-10.2,6.0,42,35.78431372549019
18,95.0,5,6,3,2,0,0,5,-9.3,5.0,43,38.43396226415094
19,100.0,2,3,3,4,0,1,2,-12.600000000000001,8.0,46,38.96551724137931
20,105.0,3,4,3,6,1,2,3,-16.9,12.0,49,39.73015873015873
21,110.0,0,1,0,8,3,0,0,-16.0,11.0,50,40.5
22,115.0,3,4,2,10,5,2,3,-24.0,19.0,50,41.736111111111114
23,120.0,6,7,2,6,6,3,6,-22.1,17.0,51,42.98684210526316
24,125.0,0,1,0,7,6,1,0,-19.0,14.0,50,45.84415584415584
25,130.0,7,8,2,9,5,3,7,-24.5,19.0,55,46.390243902439025
26,135.0,0,1,3,10,6,0,0,-25.0,19.0,60,45.644444444444446
27,140.0,4,5,2,10,7,2,4,-30.0,24.0,60,46.71578947368421
28,145.0,6,7,2,10,10,2,6,-31.4,25.0,64,46.13461538461539
29,150.0,7,8,5,10,8,2,7,-32.6,26.0,66,47.45871559633027
30,155.0,7,8,5,10,6,2,7,-33.7,27.0,67,49.63392857142857
31,160.0,2,3,7,10,5,2,2,-37.0,30.0,70,52.1578947368421
32,165.0,1,2,8,10,5,2,1,-37.0,30.0,70,54.62068965517241
33,170.0,6,7,8,10,6,2,6,-36.0,29.0,70,57.827586206896555
34,175.0,0,1,3,10,9,0,0,-32.1,25.0,71,60.47008547008547
35,180.0,0,1,1,10,10,0,0,-35.0,28.0,70,62.95762711864407
36,185.0,7,8,2,10,10,0,7,-36.3,29.0,73,63.82786885245902
37,190.0,7,8,4,10,10,0,7,-40.5,33.0,75,64.84126984126983
38,195.0,3,4,4,10,10,0,3,-41.4,34.0,74,67.2755905511811
39,200.0,7,8,4,10,8,0,7,-39.5,32.0,75,67.5909090909091
40,205.0,4,5,0,10,5,0,4,-36.6,29.0,76,67.95620437956204
41,210.0,6,7,3,10,7,0,6,-39.0,31.0,80,67.45138888888889
42,215.0,1,2,4,10,8,4,1,-41.9,34.0,79,69.73103448275862
43,220.0,4,5,2,10,9,6,4,-42.8,35.0,78,71.40816326530613
44,225.0,4,5,0,10,10,9,4,-46.9,39.0,79,73.09395973154362
45,230.0,5,6,2,10,10,5,5,-47.0,39.0,80,74.74172185430463
46,235.0,4,5,1,10,10,7,4,-55.9,48.0,79,76.86842105263158
47,240.0,1,2,2,10,10,7,1,-53.8,46.0,78,79.44736842105263
48,245.0,0,1,1,10,10,7,0,-51.5,44.0,75,81.40522875816994
49,250.0,2,3,3,10,9,6,2,-50.7,43.0,77,81.76433121019109
50,255.0,6,7,3,10,10,8,6,-49.0,41.0,80,82.20496894409938
51,260.0,7,8,3,10,10,10,7,-50.6,43.0,76,84.59627329192547
52,265.0,4,5,0,10,10,10,4,-48.5,41.0,75,85.87116564417178
53,270.0,5,6,2,10,10,6,5,-48.3,41.0,73,88.14110429447852
54,275.0,2,3,2,10,10,6,2,-49.3,42.0,73,89.2969696969697
55,280.0,5,6,3,10,10,2,5,-50.5,43.0,75,89.91071428571429
56,285.0,1,2,4,10,10,4,1,-51.7,44.0,77,88.49714285714286
57,290.0,7,8,4,10,9,6,7,-48.1,40.0,81,88.26666666666667
58,295.0,3,4,6,10,8,8,3,-54.3,46.0,83,88.6195652173913
59,300.0,4,5,1,10,10,8,4,-54.7,46.0,87,88.56613756613757
60,305.0,6,7,2,10,10,8,6,-59.2,50.0,92,88.18974358974359
61,310.0,4,5,0,10,10,8,4,-61.7,52.0,97,86.68627450980392
62,315.0,1,2,2,10,10,9,1,-58.8,49.0,98,87.4326923076923
63,320.0,1,2,5,10,10,9,1,-58.8,49.0,98,87.7605633802817
64,325.0,3,4,7,10,10,9,3,-59.0,49.0,100,87.79452054794521
65,330.0,3,4,9,10,10,9,3,-66.0,56.0,100,87.92444444444445
66,335.0,3,4,10,10,10,9,3,-72.4,62.0,104,88.8995633187773
67,340.0,4,5,8,10,10,9,4,-75.3,65.0,103,90.98695652173913
68,345.0,2,3,6,10,10,9,2,-77.1,67.0,101,93.40869565217392
69,350.0,4,5,3,10,10,9,4,-75.9,66.0,99,94.94396551724138
70,355.0,4,5,0,10,10,10,4,-78.1,68.0,101,96.03829787234042
71,360.0,5,6,2,10,10,6,5,-80.1,70.0,101,97.9364406779661
72,365.0,2,3,5,10,10,5,2,-88.1,78.0,101,99.81012658227849
73,370.0,4,5,1,10,10,6,4,-89.3,79.0,103,100.84166666666667
74,375.0,1,2,2,10,10,10,1,-87.7,77.0,107,99.88306451612904
75,380.0,5,6,5,10,10,10,5,-88.9,78.0,109,99.11328125
76,385.0,7,8,5,10,10,9,7,-83.9,73.0,109,100.36679536679537
77,390.0,3,4,5,10,10,10,3,-86.0,75.0,110,100.84469696969697
78,395.0,5,6,6,10,10,9,5,-85.2,74.0,112,103.25
79,400.0,4,5,4,10,10,9,4,-84.0,73.0,110,104.47191011235955
80,405.0,4,5,2,10,10,8,4,-81.7,71.0,107,106.8314606741573
81,410.0,4,5,1,10,10,10,4,-85.5,75.0,105,108.75
82,415.0,3,4,2,10,10,10,3,-89.5,79.0,105,108.66788321167883
83,420.0,5,6,5,10,10,10,5,-91.7,81.0,107,108.65714285714286
84,425.0,7,8,8,10,10,8,7,-91.6,81.0,106,110.59786476868328
85,430.0,7,8,8,10,10,7,7,-88.7,78.0,107,110.99300699300699
86,435.0,7,8,8,10,10,10,7,-87.8,77.0,108,111.79655172413793
87,440.0,0,1,4,10,10,9,0,-80.5,70.0,105,112.95904436860069
88,445.0,7,8,2,10,10,7,7,-74.5,64.0,105,113.75420875420875
89,450.0,2,3,5,10,10,10,2,-79.7,69.0,107,112.7124183006536
90,455.0,5,6,8,10,10,7,5,-81.1,70.0,111,113.27009646302251
91,460.0,4,5,5,10,10,9,4,-83.3,72.0,113,113.49211356466877
92,465.0,6,7,3,10,10,10,6,-77.4,66.0,114,115.1692789968652
93,470.0,3,4,6,10,10,10,3,-83.2,72.0,112,115.76234567901234
94,475.0,5,6,9,10,10,7,5,-86.5,75.0,115,115.36746987951807
95,480.0,0,1,7,10,10,3,0,-85.7,74.0,117,117.44144144144144
96,485.0,6,7,7,10,10,2,6,-85.7,74.0,117,118.46290801186943
97,490.0,1,2,7,10,10,5,1,-86.6,75.0,116,119.49266862170089
98,495.0,4,5,7,10,10,9,4,-89.4,78.0,114,121.21282798833819
99,500.0,5,6,8,10,10,5,5,-86.5,75.0,115,122.23631123919309
100,505.0,0,1,4,10,10,1,0,-78.2,67.0,112,122.88920454545455
101,510.0,6,7,5,10,10,1,6,-78.2,67.0,112,123.22067039106145
102,515.0,1,2,7,10,10,5,1,-78.1,67.0,111,125.25348189415041
103,520.0,4,5,6,10,10,5,4,-75.0,64.0,110,126.54419889502762
104,525.0,5,6,5,10,10,1,5,-72.1,61.0,111,128.18406593406593
105,530.0,4,5,2,10,10,2,4,-75.4,64.0,114,129.12771739130434
106,535.0,7,8,3,10,10,3,7,-75.4,64.0,114,130.3746630727763
107,540.0,5,6,6,10,10,0,5,-75.5,64.0,115,131.96782841823057
108,545.0,6,7,9,10,10,1,6,-73.4,62.0,114,132.12137203166228
109,550.0,1,2,10,10,10,3,1,-75.4,64.0,114,133.34816753926702
110,555.0,6,7,10,10,10,4,6,-76.8,65.0,118,134.22279792746113
111,560.0,0,1,10,10,10,2,0,-77.1,65.0,121,134.44642857142858
112,565.0,1,2,9,10,10,3,1,-71.8,60.0,118,136.0253807106599
113,570.0,1,2,10,10,10,4,1,-67.6,56.0,116,137.58838383838383
114,575.0,2,3,10,10,10,6,2,-67.2,56.0,112,139.7979797979798
115,580.0,0,1,10,10,10,3,0,-60.8,50.0,108,141.61209068010075
116,585.0,1,2,10,9,10,2,1,-59.7,49.0,107,142.33416458852867
117,590.0,0,1,10,10,10,2,0,-61.7,51.0,107,143.3910891089109
118,595.0,1,2,9,10,10,3,1,-61.8,51.0,108,144.78817733990147
119,600.0,1,2,10,10,10,4,1,-64.9,54.0,109,146.5012285012285
120,605.0,2,3,10,10,10,4,2,-66.1,55.0,111,147.83863080684597
121,610.0,4,5,9,10,10,4,4,-64.8,54.0,108,149.1581508515815
122,615.0,7,8,6,10,10,4,7,-63.9,53.0,109,150.45278450363196
123,620.0,4,5,5,10,10,6,4,-71.1,60.0,111,151.7397590361446
124,625.0,1,2,7,10,10,7,1,-69.2,58.0,112,152.29355608591885
125,630.0,2,3,10,10,10,8,2,-74.0,63.0,110,152.4929245283019
126,635.0,4,5,9,10,10,8,4,-78.0,67.0,110,154.12470588235294
127,640.0,6,7,8,10,10,8,6,-73.9,63.0,109,155.37002341920376
128,645.0,6,7,10,10,10,8,6,-78.7,68.0,107,157.31381733021078
129,650.0,0,1,8,10,10,6,0,-79.3,68.0,113,156.00688073394497
130,655.0,4,5,5,10,10,6,4,-79.3,68.0,113,155.86651583710406
131,660.0,1,2,5,10,10,7,1,-74.4,63.0,114,157.1644144144144
132,665.0,2,3,6,10,10,8,2,-78.5,67.0,115,157.4142538975501
133,670.0,4,5,5,10,10,8,4,-79.2,68.0,112,158.36946902654867
134,675.0,4,5,5,10,10,9,4,-89.2,78.0,112,160.00441501103754
135,680.0,6,7,6,10,10,9,6,-86.2,75.0,112,160.58424507658643
136,685.0,7,8,7,10,10,9,7,-77.0,66.0,110,162.5382932166302
137,690.0,0,1,8,10,10,5,0,-75.8,65.0,108,164.46389496717725
138,695.0,5,6,10,10,10,1,5,-81.0,70.0,110,166.3785557986871
139,700.0,4,5,5,10,10,1,4,-76.3,65.0,113,166.49134199134198
140,705.0,1,2,5,10,10,5,1,-75.2,64.0,112,167.33763440860216
141,710.0,4,5,3,10,10,7,4,-81.7,70.0,117,167.82942430703625
142,715.0,1,2,5,10,10,7,1,-78.6,67.0,116,167.62315789473683
143,720.0,2,3,7,10,10,6,2,-73.7,62.0,117,167.45114345114345
