decision_step,time,action,phase_id,state_north_count,state_east_count,state_south_count,state_west_count,reward,total_waiting,vehicle_count,avg_travel_time
0,5.0,6,7,0,0,0,0,-0.2,0.0,2,3.5
1,10.0,6,7,0,0,0,0,-0.30000000000000004,0.0,3,6.333333333333333
2,15.0,6,7,0,0,0,0,-0.5,0.0,5,7.8
3,20.0,6,7,0,0,0,0,-0.8,0.0,8,7.8
4,25.0,6,7,0,0,0,0,-1.4000000000000001,0.0,14,9.571428571428571
5,30.0,6,7,0,0,0,0,-1.5,0.0,15,13.866666666666667
6,35.0,6,7,2,0,0,0,-3.8,2.0,18,16.27777777777778
7,40.0,0,1,0,0,0,0,-2.2,0.0,22,17.954545454545453
8,45.0,6,7,2,0,0,0,-4.7,2.0,27,18.06896551724138
9,50.0,0,1,0,0,1,0,-4.300000000000001,1.0,33,19.65714285714286
10,55.0,3,4,2,2,2,2,-11.7,8.0,37,23.486486486486488
11,60.0,2,3,4,2,3,1,-14.0,10.0,40,26.7
12,65.0,5,6,6,2,4,0,-16.0,12.0,40,31.7
13,70.0,2,3,8,4,4,0,-20.0,16.0,40,34.95238095238095
14,75.0,1,2,9,5,2,0,-19.8,16.0,38,39.57142857142857
15,80.0,3,4,9,3,3,0,-19.0,15.0,40,38.8125
16,85.0,6,7,10,1,5,0,-20.3,16.0,43,41.6
17,90.0,0,1,6,2,7,0,-19.3,15.0,43,45.09803921568628
18,95.0,7,8,6,6,3,0,-19.4,15.0,44,48.40384615384615
19,100.0,5,6,7,6,2,0,-19.5,15.0,45,51.735849056603776
20,105.0,5,6,9,6,5,0,-24.3,20.0,43,53.8
21,110.0,7,8,10,6,0,1,-24.3,20.0,43,54.60344827586207
22,115.0,2,3,10,6,2,3,-28.1,24.0,41,57.186440677966104
23,120.0,4,5,10,6,3,5,-28.3,24.0,43,56.98412698412698
24,125.0,1,2,10,3,0,5,-22.5,18.0,45,56.865671641791046
25,130.0,0,1,9,3,1,3,-20.7,16.0,47,58.56521739130435
26,135.0,7,8,10,5,0,3,-23.2,18.0,52,57.945945945945944
27,140.0,0,1,9,7,0,0,-21.2,16.0,52,59.85526315789474
28,145.0,7,8,10,10,0,2,-27.3,22.0,53,61.67948717948718
29,150.0,4,5,10,10,0,2,-28.2,23.0,52,64.21518987341773
30,155.0,4,5,8,10,0,2,-26.4,21.0,54,62.05813953488372
31,160.0,4,5,6,10,0,4,-27.0,21.0,60,59.98936170212766
32,165.0,7,8,5,10,0,6,-28.2,22.0,62,61.391752577319586
33,170.0,5,6,8,10,0,2,-28.4,22.0,64,61.51960784313726
34,175.0,4,5,6,10,0,2,-27.7,21.0,67,63.0
35,180.0,2,3,5,10,0,4,-31.0,24.0,70,62.83783783783784
36,185.0,4,5,6,10,1,6,-37.1,30.0,71,64.88495575221239
37,190.0,2,3,7,10,2,7,-42.2,35.0,72,66.25862068965517
38,195.0,0,1,5,10,2,3,-38.3,31.0,73,68.17796610169492
39,200.0,3,4,9,10,2,2,-41.7,34.0,77,66.87301587301587
40,205.0,0,1,6,10,3,1,-41.8,34.0,78,69.40944881889764
41,210.0,4,5,5,10,3,2,-43.0,35.0,80,70.84615384615384
42,215.0,1,2,8,10,0,3,-43.0,35.0,80,72.81818181818181
43,220.0,2,3,9,10,2,3,-46.1,38.0,81,73.69852941176471
44,225.0,0,1,6,10,4,0,-43.9,36.0,79,76.10218978102189
45,230.0,0,1,6,10,6,0,-48.9,41.0,79,79.0
46,235.0,6,7,6,10,6,0,-44.5,37.0,75,81.78102189781022
47,240.0,6,7,10,10,7,0,-47.5,40.0,75,82.11347517730496
48,245.0,0,1,7,10,8,0,-43.2,36.0,72,84.70212765957447
49,250.0,4,5,5,10,8,0,-43.5,36.0,75,85.49305555555556
50,255.0,2,3,6,10,8,0,-44.2,37.0,72,87.41379310344827
51,260.0,2,3,8,10,8,0,-45.9,39.0,69,89.81379310344828
52,265.0,7,8,9,10,3,0,-43.6,37.0,66,92.13103448275862
53,270.0,4,5,10,10,2,0,-44.4,38.0,64,92.46621621621621
54,275.0,4,5,9,10,5,0,-46.4,40.0,64,94.01342281879195
55,280.0,1,2,8,10,1,2,-41.3,35.0,63,94.88079470198676
56,285.0,0,1,5,10,2,1,-40.5,34.0,65,96.39473684210526
57,290.0,2,3,7,10,3,2,-44.6,38.0,66,97.91503267973856
58,295.0,2,3,10,10,3,2,-47.5,41.0,65,98.74193548387096
59,300.0,6,7,10,10,3,4,-45.5,39.0,65,98.35220125786164
60,305.0,4,5,9,10,3,6,-45.7,39.0,67,99.22360248447205
61,310.0,1,2,7,10,0,7,-41.4,35.0,64,101.24223602484471
62,315.0,4,5,5,10,1,8,-42.4,36.0,64,101.96319018404908
63,320.0,7,8,6,10,0,8,-43.6,37.0,66,102.6969696969697
64,325.0,0,1,4,10,0,5,-39.8,33.0,68,102.88095238095238
65,330.0,4,5,2,10,0,4,-38.8,32.0,68,103.05263157894737
66,335.0,4,5,0,10,0,6,-40.1,33.0,71,102.72
67,340.0,1,2,2,10,0,8,-42.1,35.0,71,102.98876404494382
68,345.0,0,1,0,10,0,5,-41.5,34.0,75,102.18032786885246
69,350.0,4,5,0,10,1,5,-43.4,36.0,74,104.20218579234972
70,355.0,0,1,0,10,3,3,-45.1,38.0,71,105.57608695652173
71,360.0,0,1,0,10,3,5,-48.2,41.0,72,105.80748663101605
72,365.0,3,4,1,10,3,5,-49.5,42.0,75,103.41025641025641
73,370.0,2,3,0,10,3,5,-49.1,41.0,81,101.84158415841584
74,375.0,3,4,2,10,4,9,-57.2,49.0,82,101.9126213592233
75,380.0,4,5,0,10,4,9,-54.2,46.0,82,102.0047619047619
76,385.0,1,2,1,10,1,9,-52.1,44.0,81,103.5260663507109
77,390.0,3,4,1,10,2,9,-53.1,45.0,81,104.48356807511738
78,395.0,2,3,3,10,5,9,-59.2,51.0,82,104.50691244239631
79,400.0,1,2,6,10,6,9,-58.9,51.0,79,105.48401826484019
80,405.0,0,1,4,10,7,6,-53.1,45.0,81,104.64444444444445
81,410.0,1,2,4,10,7,5,-50.1,42.0,81,104.40434782608696
82,415.0,5,6,6,10,8,4,-50.1,42.0,81,105.51293103448276
83,420.0,1,2,7,10,8,4,-48.0,40.0,80,106.61111111111111
84,425.0,7,8,7,10,4,7,-46.1,38.0,81,108.1531914893617
85,430.0,6,7,7,10,6,7,-43.8,36.0,78,110.0936170212766
86,435.0,4,5,2,10,7,7,-38.6,31.0,76,111.52118644067797
87,440.0,2,3,2,10,10,7,-42.4,35.0,74,113.38135593220339
88,445.0,1,2,5,10,10,7,-46.5,39.0,75,115.21186440677967
89,450.0,1,2,5,10,8,7,-42.6,35.0,76,115.55648535564853
90,455.0,3,4,5,10,5,7,-36.4,29.0,74,115.87190082644628
91,460.0,1,2,5,9,0,7,-28.3,21.0,73,114.34939759036145
92,465.0,0,1,2,10,2,4,-26.7,19.0,77,114.28458498023716
93,470.0,2,3,3,10,6,3,-35.2,27.0,82,113.82170542635659
94,475.0,7,8,4,10,5,8,-41.1,33.0,81,115.15830115830116
