decision_step,time,action,phase_id,state_north_count,state_east_count,state_south_count,state_west_count,reward,total_waiting,vehicle_count,avg_travel_time
0,5.0,5,6,0,0,0,0,-0.05,0.0,1,4.0
1,10.0,5,6,0,0,0,0,-0.05,0.0,1,9.0
2,15.0,5,6,0,0,0,0,-0.05,0.0,1,14.0
3,20.0,5,6,0,0,0,0,-0.1,0.0,2,11.5
4,25.0,5,6,0,0,0,0,-0.15000000000000002,0.0,3,9.25
5,30.0,5,6,0,0,0,0,-0.30000000000000004,0.0,6,10.166666666666666
6,35.0,5,6,0,0,1,0,-1.5,1.0,10,9.9
7,40.0,5,6,0,0,1,0,-1.55,1.0,11,13.727272727272727
8,45.0,5,6,0,0,1,0,-1.7000000000000002,1.0,14,15.285714285714286
9,50.0,5,6,0,0,1,0,-1.8,1.0,16,18.1875
10,55.0,5,6,0,0,1,0,-1.85,1.0,17,22.058823529411764
11,60.0,5,6,2,0,1,0,-4.0,3.0,20,23.6
12,65.0,5,6,3,1,1,0,-6.25,5.0,25,23.32
13,70.0,0,1,0,2,1,0,-4.45,3.0,29,24.896551724137932
14,75.0,2,3,2,3,1,0,-7.45,6.0,29,28.966666666666665
15,80.0,6,7,3,1,1,0,-6.4,5.0,28,33.733333333333334
16,85.0,0,1,0,2,1,0,-4.5,3.0,30,35.121212121212125
17,90.0,2,3,2,6,1,0,-10.45,9.0,29,39.515151515151516
18,95.0,4,5,0,10,1,1,-13.4,12.0,28,43.75757575757576
19,100.0,6,7,2,5,1,2,-11.35,10.0,27,45.25714285714286
20,105.0,4,5,0,7,1,2,-11.35,10.0,27,49.114285714285714
21,110.0,6,7,0,4,1,2,-8.35,7.0,27,50.027027027027025
22,115.0,3,4,0,4,1,3,-9.35,8.0,27,49.65
23,120.0,6,7,0,2,1,3,-7.5,6.0,30,50.69047619047619
24,125.0,6,7,0,0,1,4,-6.6,5.0,32,47.625
25,130.0,3,4,0,2,1,4,-8.6,7.0,32,49.04
26,135.0,1,2,0,0,0,4,-5.6,4.0,32,51.27450980392157
27,140.0,5,6,0,2,0,2,-5.55,4.0,31,52.264150943396224
28,145.0,2,3,1,5,0,3,-10.55,9.0,31,55.18867924528302
29,150.0,5,6,3,7,0,0,-11.55,10.0,31,55.981818181818184
30,155.0,1,2,5,4,0,2,-12.5,11.0,30,57.642857142857146
31,160.0,0,1,3,1,0,1,-6.65,5.0,33,57.40677966101695
32,165.0,6,7,3,2,0,1,-7.6,6.0,32,56.36507936507937
33,170.0,4,5,1,4,0,1,-7.75,6.0,35,55.6865671641791
34,175.0,7,8,2,7,0,1,-11.95,10.0,39,55.267605633802816
35,180.0,0,1,0,8,0,0,-9.95,8.0,39,55.75675675675676
36,185.0,1,2,1,7,0,0,-9.95,8.0,39,56.93421052631579
37,190.0,3,4,4,6,0,0,-11.85,10.0,37,59.46052631578947
38,195.0,6,7,4,3,2,0,-10.8,9.0,36,61.85526315789474
39,200.0,5,6,4,2,4,0,-11.7,10.0,34,64.13157894736842
40,205.0,2,3,3,8,6,0,-18.65,17.0,33,66.3157894736842
41,210.0,6,7,3,6,7,0,-17.55,16.0,31,67.48051948051948
42,215.0,7,8,3,6,3,0,-13.5,12.0,30,68.58974358974359
43,220.0,6,7,3,2,2,0,-8.5,7.0,30,69.65822784810126
44,225.0,5,6,3,3,5,0,-12.5,11.0,30,68.144578313253
45,230.0,3,4,3,7,5,0,-16.85,15.0,37,64.77777777777777
46,235.0,1,2,3,5,1,0,-11.0,9.0,40,62.875
47,240.0,6,7,3,0,2,1,-8.15,6.0,43,60.81553398058252
48,245.0,5,6,3,1,3,0,-9.25,7.0,45,62.50961538461539
49,250.0,1,2,4,1,0,2,-9.2,7.0,44,63.5377358490566
50,255.0,6,7,6,0,2,4,-14.3,12.0,46,65.75471698113208
51,260.0,6,7,9,0,2,7,-20.35,18.0,47,67.97169811320755
52,265.0,1,2,10,0,0,7,-21.25,19.0,45,68.81481481481481
53,270.0,3,4,10,2,0,7,-24.2,22.0,44,70.22018348623853
54,275.0,5,6,10,5,0,2,-22.25,20.0,45,70.98198198198199
55,280.0,3,4,10,7,0,2,-24.1,22.0,42,72.91891891891892
56,285.0,1,2,10,4,0,4,-23.15,21.0,43,72.86842105263158
57,290.0,5,6,10,4,0,1,-20.2,18.0,44,72.86324786324786
58,295.0,3,4,10,5,0,4,-24.1,22.0,42,72.83333333333333
59,300.0,4,5,8,7,0,5,-22.35,20.0,47,71.2063492063492
60,305.0,7,8,7,7,0,6,-22.3,20.0,46,72.44881889763779
61,310.0,0,1,3,8,0,1,-14.5,12.0,50,71.56818181818181
62,315.0,0,1,2,8,2,1,-15.45,13.0,49,73.4469696969697
63,320.0,0,1,0,9,2,1,-14.5,12.0,50,73.6962962962963
64,325.0,5,6,3,10,2,0,-18.55,16.0,51,75.00735294117646
65,330.0,6,7,6,8,2,0,-18.45,16.0,49,76.24817518248175
66,335.0,0,1,6,6,3,0,-17.45,15.0,49,78.03649635036497
67,340.0,7,8,5,9,1,0,-17.35,15.0,47,78.60431654676259
68,345.0,6,7,8,5,2,0,-17.4,15.0,48,77.54861111111111
69,350.0,3,4,10,7,4,0,-23.25,21.0,45,78.59310344827587
70,355.0,2,3,9,7,4,0,-22.1,20.0,42,80.07586206896552
71,360.0,0,1,5,10,4,0,-21.05,19.0,41,80.93150684931507
72,365.0,3,4,3,10,4,0,-21.95,20.0,39,82.28767123287672
73,370.0,1,2,6,10,1,0,-19.9,18.0,38,83.04081632653062
74,375.0,6,7,7,6,2,0,-16.9,15.0,38,83.20134228187919
75,380.0,1,2,7,3,0,1,-12.9,11.0,38,84.47651006711409
76,385.0,1,2,7,0,0,1,-9.85,8.0,37,84.58940397350993
77,390.0,7,8,7,2,0,1,-11.85,10.0,37,85.26315789473684
78,395.0,4,5,2,5,0,1,-9.9,8.0,38,85.94117647058823
79,400.0,1,2,2,4,0,1,-8.95,7.0,39,83.90566037735849
80,405.0,1,2,6,0,0,1,-8.9,7.0,38,84.08695652173913
81,410.0,1,2,6,0,0,1,-8.8,7.0,36,84.69135802469135
82,415.0,1,2,6,0,0,3,-10.7,9.0,34,84.70731707317073
83,420.0,5,6,6,0,0,2,-9.75,8.0,35,84.72289156626506
84,425.0,3,4,8,0,0,1,-10.7,9.0,34,84.76190476190476
85,430.0,7,8,9,3,0,3,-16.6,15.0,32,85.73809523809524
86,435.0,0,1,6,4,0,0,-11.55,10.0,31,86.15976331360947
87,440.0,4,5,2,4,0,2,-9.6,8.0,32,84.62068965517241
88,445.0,2,3,1,5,0,3,-10.75,9.0,35,84.13559322033899
89,450.0,5,6,5,6,0,0,-12.8,11.0,36,83.71666666666667
90,455.0,5,6,7,6,0,0,-14.95,13.0,39,83.36612021857924
91,460.0,4,5,3,6,0,0,-10.95,9.0,39,84.43169398907104
92,465.0,6,7,2,3,0,1,-7.95,6.0,39,83.6470588235294
93,470.0,6,7,5,0,5,1,-12.8,11.0,36,84.62566844919786
94,475.0,0,1,2,2,7,0,-12.95,11.0,39,83.83246073298429
95,480.0,6,7,2,1,8,2,-15.05,13.0,41,83.16923076923077
96,485.0,2,3,5,3,8,2,-20.05,18.0,41,82.96464646464646
97,490.0,1,2,5,0,4,3,-14.25,12.0,45,82.44059405940594
98,495.0,3,4,5,2,2,3,-14.25,12.0,45,82.34146341463415
99,500.0,5,6,6,2,5,0,-15.4,13.0,48,81.4952380952381
100,505.0,0,1,3,3,9,0,-17.35,15.0,47,81.48356807511738
101,510.0,3,4,2,3,10,0,-17.45,15.0,49,81.50925925925925
102,515.0,0,1,1,4,10,0,-19.55,17.0,51,82.68981481481481
103,520.0,1,2,2,5,9,0,-18.4,16.0,48,83.43778801843318
104,525.0,6,7,4,2,8,0,-16.25,14.0,45,84.48387096774194
105,530.0,4,5,1,4,9,0,-16.15,14.0,43,85.48847926267281
106,535.0,1,2,2,4,6,0,-14.0,12.0,40,86.42396313364056
107,540.0,7,8,3,8,4,0,-17.0,15.0,40,86.54794520547945
108,545.0,3,4,3,7,1,0,-13.05,11.0,41,85.57589285714286
109,550.0,4,5,0,9,5,0,-16.15,14.0,43,84.70305676855895
110,555.0,6,7,1,6,8,0,-17.05,15.0,41,85.27826086956522
111,560.0,3,4,1,6,8,0,-17.2,15.0,44,84.42553191489361
112,565.0,3,4,1,7,8,0,-18.35,16.0,47,83.62916666666666
