decision_step,time,action,phase_id,state_north_count,state_east_count,state_south_count,state_west_count,state_phase,reward,total_waiting,vehicle_count,avg_travel_time
0,5.0,0,1,0,0,0,0,0,-0.0,0.0,2,3.5
1,10.0,0,1,0,0,0,0,0,0.0,0.0,3,6.333333333333333
2,15.0,0,1,0,0,0,0,0,0.0,0.0,5,7.8
3,20.0,0,1,0,0,0,0,0,0.0,0.0,8,7.8
4,25.0,0,1,0,0,0,0,0,0.0,0.0,14,9.571428571428571
5,30.0,0,1,0,0,0,0,0,0.0,0.0,15,13.866666666666667
6,35.0,0,1,0,0,0,0,0,0.0,0.0,18,16.27777777777778
7,40.0,0,1,0,0,0,0,0,0.0,0.0,22,17.954545454545453
8,45.0,0,1,0,1,0,0,0,-1.0,1.0,27,18.06896551724138
9,50.0,6,7,0,1,1,0,6,-1.0,2.0,33,19.65714285714286
10,55.0,1,2,1,0,0,2,1,-1.0,3.0,37,23.486486486486488
11,60.0,0,1,0,1,0,1,0,1.0,2.0,38,26.575
12,65.0,2,3,3,1,2,0,2,-4.0,6.0,37,31.3
13,70.0,7,8,5,3,0,0,7,-2.0,8.0,38,34.30952380952381
14,75.0,5,6,7,7,1,0,5,-7.0,15.0,37,38.76190476190476
15,80.0,1,2,7,5,1,0,1,2.0,13.0,40,38.083333333333336
16,85.0,0,1,5,6,3,0,0,-1.0,14.0,39,40.6
17,90.0,1,2,5,5,1,0,1,3.0,11.0,38,43.705882352941174
18,95.0,6,7,6,0,2,0,6,3.0,8.0,39,46.55769230769231
19,100.0,0,1,5,3,2,0,0,-2.0,10.0,38,49.320754716981135
20,105.0,1,2,4,2,1,0,1,3.0,7.0,40,51.09090909090909
21,110.0,0,1,3,4,1,0,0,-1.0,8.0,39,51.741379310344826
22,115.0,6,7,4,0,1,0,6,3.0,5.0,39,54.186440677966104
23,120.0,0,1,3,2,1,0,0,-1.0,6.0,40,53.96825396825397
24,125.0,6,7,5,0,1,2,6,-2.0,8.0,40,53.67164179104478
25,130.0,4,5,1,1,1,2,4,3.0,5.0,40,55.0
26,135.0,0,1,2,1,1,0,0,1.0,4.0,43,54.04054054054054
27,140.0,4,5,0,3,1,0,4,0.0,4.0,41,55.38157894736842
28,145.0,3,4,2,3,0,0,3,-1.0,5.0,41,56.57692307692308
29,150.0,4,5,0,4,0,0,4,1.0,4.0,39,58.379746835443036
30,155.0,3,4,2,5,0,0,3,-3.0,7.0,43,56.02325581395349
31,160.0,3,4,8,5,0,1,3,-7.0,14.0,48,53.819148936170215
32,165.0,0,1,6,5,2,0,0,1.0,13.0,47,54.68041237113402
33,170.0,1,2,4,3,0,2,1,4.0,9.0,50,54.42156862745098
34,175.0,1,2,8,0,0,2,1,-1.0,10.0,50,55.31428571428572
35,180.0,0,1,8,2,0,0,0,0.0,10.0,54,54.828828828828826
36,185.0,4,5,4,6,1,3,4,-4.0,14.0,57,56.3716814159292
37,190.0,0,1,3,8,2,0,0,1.0,13.0,61,57.439655172413794
38,195.0,1,2,4,7,0,2,1,0.0,13.0,59,58.95762711864407
39,200.0,6,7,7,6,1,2,6,-3.0,16.0,63,57.69047619047619
40,205.0,0,1,6,7,1,0,0,2.0,14.0,63,59.7007874015748
41,210.0,1,2,8,6,0,1,1,-1.0,15.0,62,60.707692307692305
42,215.0,0,1,10,7,1,0,0,-3.0,18.0,61,62.11363636363637
43,220.0,6,7,10,6,2,0,6,-1.0,19.0,59,62.536764705882355
44,225.0,0,1,9,7,4,0,0,-1.0,20.0,59,64.27737226277372
45,230.0,1,2,9,10,2,0,1,-1.0,21.0,58,66.4087591240876
46,235.0,1,2,10,8,1,0,1,0.0,21.0,55,68.45255474452554
47,240.0,4,5,7,10,2,0,4,2.0,19.0,57,68.51773049645391
48,245.0,1,2,10,9,1,0,1,-2.0,21.0,55,70.49645390070921
49,250.0,6,7,10,4,2,0,6,4.0,17.0,56,70.9375
50,255.0,4,5,7,6,2,0,4,2.0,15.0,55,72.35172413793103
51,260.0,1,2,7,7,1,0,1,0.0,15.0,52,74.17931034482758
52,265.0,1,2,8,3,1,0,1,3.0,12.0,48,75.86896551724138
53,270.0,4,5,6,7,1,0,4,-2.0,14.0,47,75.94594594594595
54,275.0,6,7,7,3,1,0,6,3.0,11.0,46,77.0
55,280.0,4,5,3,7,1,2,4,-2.0,13.0,43,77.42384105960265
56,285.0,6,7,4,5,1,3,6,0.0,13.0,42,78.3157894736842
57,290.0,0,1,2,7,1,1,0,2.0,11.0,41,79.15032679738562
58,295.0,0,1,2,8,1,0,0,0.0,11.0,40,79.43225806451613
59,300.0,0,1,0,10,1,0,0,0.0,11.0,40,78.74213836477988
60,305.0,6,7,2,7,1,1,6,0.0,11.0,42,79.09316770186335
61,310.0,4,5,0,7,1,3,4,0.0,11.0,40,80.35403726708074
62,315.0,5,6,2,8,1,0,5,0.0,11.0,41,80.61349693251533
63,320.0,1,2,3,7,1,2,1,-2.0,13.0,40,80.84848484848484
64,325.0,0,1,0,6,1,0,0,6.0,7.0,38,80.55952380952381
65,330.0,3,4,1,8,0,2,3,-4.0,11.0,37,80.22222222222223
66,335.0,1,2,1,7,0,3,1,0.0,11.0,41,79.54857142857144
67,340.0,0,1,0,7,0,1,0,3.0,8.0,42,79.38202247191012
68,345.0,6,7,0,4,0,2,6,2.0,6.0,45,78.40437158469945
69,350.0,1,2,0,3,0,2,1,1.0,5.0,43,79.59562841530055
70,355.0,1,2,0,1,0,3,1,1.0,4.0,41,80.28260869565217
71,360.0,0,1,0,2,0,3,0,-1.0,5.0,42,80.10695187165776
72,365.0,5,6,1,6,0,0,5,-2.0,7.0,45,78.0
73,370.0,2,3,0,9,0,0,2,-2.0,9.0,49,76.53465346534654
74,375.0,0,1,0,10,1,0,0,-2.0,11.0,51,76.3495145631068
