decision_step,time,action,phase_id,state_north_bucket,state_east_bucket,state_south_bucket,state_west_bucket,reward,total_waiting,vehicle_count,avg_travel_time
0,5.0,1,2,0,0,0,0,-0.0,0.0,1,4.0
1,10.0,1,2,0,0,0,0,-0.0,0.0,1,9.0
2,15.0,1,2,0,0,0,0,-0.0,0.0,1,14.0
3,20.0,1,2,0,0,0,0,-0.0,0.0,2,11.5
4,25.0,1,2,0,0,0,0,-0.0,0.0,3,9.25
5,30.0,1,2,0,0,0,0,-0.0,0.0,6,10.166666666666666
6,35.0,1,2,0,0,0,0,-0.0,0.0,10,9.9
7,40.0,1,2,0,0,0,0,-0.0,0.0,11,13.727272727272727
8,45.0,1,2,0,0,0,0,-0.0,0.0,14,15.285714285714286
9,50.0,1,2,0,0,0,1,-1.0,1.0,16,18.1875
10,55.0,0,1,0,0,0,0,-0.0,0.0,17,22.058823529411764
11,60.0,1,2,0,0,0,1,-2.0,2.0,19,23.45
12,65.0,0,1,0,1,0,0,-1.0,1.0,24,23.0
13,70.0,1,2,0,0,0,1,-1.0,1.0,28,24.448275862068964
14,75.0,0,1,1,1,0,0,-2.0,2.0,29,28.466666666666665
15,80.0,6,7,1,1,0,0,-2.0,2.0,29,33.3
16,85.0,6,7,1,0,0,0,-1.0,1.0,29,34.72727272727273
17,90.0,4,5,0,1,0,0,-1.0,1.0,28,39.09090909090909
18,95.0,1,2,1,1,0,1,-5.0,5.0,25,43.03030303030303
19,100.0,6,7,2,0,0,1,-5.0,5.0,25,44.22857142857143
20,105.0,0,1,1,0,0,0,-1.0,1.0,22,47.628571428571426
21,110.0,4,5,0,1,0,1,-3.0,3.0,23,48.08108108108108
22,115.0,6,7,0,0,0,1,-2.0,2.0,23,47.375
23,120.0,0,1,0,0,0,0,-0.0,0.0,24,47.80952380952381
24,125.0,1,2,0,0,0,1,-1.0,1.0,27,44.583333333333336
25,130.0,0,1,0,0,0,0,-0.0,0.0,25,45.44
26,135.0,1,2,0,0,0,1,-1.0,1.0,24,47.0
27,140.0,0,1,0,1,0,0,-1.0,1.0,24,47.43396226415094
28,145.0,1,2,1,0,0,0,-1.0,1.0,22,49.56603773584906
29,150.0,4,5,0,1,0,0,-2.0,2.0,23,49.81818181818182
30,155.0,1,2,1,1,0,1,-5.0,5.0,23,50.94642857142857
31,160.0,6,7,2,0,0,1,-6.0,6.0,25,50.40677966101695
32,165.0,0,1,1,1,0,1,-3.0,3.0,27,49.36507936507937
33,170.0,6,7,1,0,0,1,-3.0,3.0,30,48.701492537313435
34,175.0,5,6,2,1,0,0,-5.0,5.0,32,48.225352112676056
35,180.0,0,1,0,1,1,0,-3.0,3.0,33,48.554054054054056
36,185.0,1,2,1,1,0,0,-3.0,3.0,34,49.53947368421053
37,190.0,6,7,2,0,0,0,-4.0,4.0,33,51.73684210526316
38,195.0,0,1,1,1,1,0,-4.0,4.0,30,53.776315789473685
39,200.0,4,5,0,2,2,0,-8.0,8.0,29,55.71052631578947
40,205.0,1,2,0,2,1,0,-5.0,5.0,28,57.55263157894737
41,210.0,6,7,0,0,1,0,-2.0,2.0,27,58.54545454545455
42,215.0,7,8,0,1,1,0,-2.0,2.0,25,59.42307692307692
43,220.0,1,2,0,0,0,0,-0.0,0.0,23,60.18987341772152
44,225.0,1,2,0,0,0,0,-0.0,0.0,24,58.7710843373494
45,230.0,1,2,0,0,0,0,-0.0,0.0,29,55.7
46,235.0,1,2,0,0,0,0,-0.0,0.0,29,53.875
47,240.0,1,2,0,0,0,1,-1.0,1.0,31,51.86407766990291
48,245.0,0,1,0,0,0,0,-0.0,0.0,33,53.06730769230769
49,250.0,1,2,0,0,0,1,-1.0,1.0,30,53.64150943396226
50,255.0,0,1,0,0,0,0,-0.0,0.0,29,55.08490566037736
51,260.0,1,2,1,0,0,2,-5.0,5.0,30,56.5
52,265.0,0,1,1,1,0,1,-4.0,4.0,32,56.898148148148145
53,270.0,6,7,2,1,0,2,-7.0,7.0,33,57.88073394495413
54,275.0,0,1,1,2,0,1,-6.0,6.0,33,58.333333333333336
55,280.0,1,2,2,2,0,1,-9.0,9.0,32,59.810810810810814
56,285.0,0,1,1,2,0,1,-6.0,6.0,32,59.64912280701754
57,290.0,1,2,1,2,0,1,-7.0,7.0,33,59.52136752136752
58,295.0,1,2,1,1,0,1,-5.0,5.0,32,59.40833333333333
59,300.0,6,7,1,0,0,1,-4.0,4.0,36,58.007936507936506
60,305.0,5,6,1,1,0,0,-4.0,4.0,35,58.93700787401575
61,310.0,6,7,1,0,0,0,-2.0,2.0,38,58.128787878787875
62,315.0,4,5,0,1,1,0,-4.0,4.0,36,59.53030303030303
63,320.0,1,2,1,0,0,1,-2.0,2.0,38,59.614814814814814
64,325.0,5,6,2,1,0,0,-6.0,6.0,37,60.529411764705884
65,330.0,0,1,1,2,0,0,-6.0,6.0,35,61.35766423357664
66,335.0,1,2,2,2,0,0,-8.0,8.0,31,62.54014598540146
67,340.0,3,4,2,2,1,0,-9.0,9.0,31,62.73381294964029
68,345.0,6,7,2,1,2,0,-10.0,10.0,33,61.6875
69,350.0,6,7,2,0,2,0,-8.0,8.0,31,62.358620689655176
70,355.0,5,6,2,1,2,0,-10.0,10.0,30,63.40689655172414
71,360.0,6,7,3,0,2,0,-9.0,9.0,28,63.93150684931507
72,365.0,1,2,3,0,0,0,-6.0,6.0,26,64.83561643835617
73,370.0,1,2,3,1,0,0,-7.0,7.0,26,65.27891156462584
74,375.0,4,5,1,2,1,0,-6.0,6.0,26,65.2751677852349
75,380.0,6,7,2,0,1,1,-6.0,6.0,24,66.1006711409396
76,385.0,5,6,2,0,1,0,-5.0,5.0,25,66.04635761589404
77,390.0,6,7,2,0,1,0,-5.0,5.0,25,66.44736842105263
78,395.0,6,7,2,0,1,0,-6.0,6.0,22,66.77124183006536
79,400.0,6,7,2,0,2,0,-7.0,7.0,24,64.98113207547169
80,405.0,5,6,2,0,2,0,-8.0,8.0,25,64.9751552795031
81,410.0,5,6,2,0,2,0,-8.0,8.0,23,65.29012345679013
82,415.0,5,6,2,0,2,0,-8.0,8.0,24,65.21951219512195
83,420.0,5,6,2,0,2,0,-8.0,8.0,25,65.16867469879519
84,425.0,5,6,3,0,2,0,-10.0,10.0,27,65.19047619047619
85,430.0,1,2,3,1,0,0,-10.0,10.0,27,65.99404761904762
86,435.0,4,5,2,1,1,0,-6.0,6.0,28,66.4319526627219
87,440.0,4,5,1,1,1,1,-4.0,4.0,31,65.41379310344827
88,445.0,1,2,1,1,0,1,-5.0,5.0,33,65.21468926553672
89,450.0,6,7,3,0,0,2,-9.0,9.0,35,65.06666666666666
90,455.0,2,3,3,0,0,2,-9.0,9.0,37,64.98907103825137
91,460.0,2,3,3,0,0,2,-10.0,10.0,33,65.93442622950819
92,465.0,2,3,3,0,0,2,-10.0,10.0,34,65.42245989304813
93,470.0,2,3,3,0,2,2,-16.0,16.0,32,66.28877005347593
94,475.0,7,8,3,0,1,2,-13.0,13.0,32,65.72251308900523
95,480.0,4,5,2,1,1,3,-14.0,14.0,35,65.26153846153846
96,485.0,6,7,2,0,2,3,-15.0,15.0,37,65.21212121212122
97,490.0,2,3,3,1,2,3,-19.0,19.0,43,64.97524752475248
98,495.0,4,5,1,2,2,3,-17.0,17.0,45,65.11219512195122
99,500.0,5,6,1,2,3,2,-14.0,14.0,50,64.71428571428571
100,505.0,5,6,3,2,3,0,-20.0,20.0,48,64.96244131455398
101,510.0,3,4,3,2,3,1,-22.0,22.0,50,65.24074074074075
102,515.0,1,2,3,0,3,2,-18.0,18.0,51,66.43055555555556
103,520.0,6,7,3,0,3,2,-18.0,18.0,52,67.31797235023042
104,525.0,6,7,3,0,3,2,-20.0,20.0,50,68.48387096774194
105,530.0,6,7,3,0,3,2,-22.0,22.0,48,69.6036866359447
106,535.0,6,7,3,0,4,2,-24.0,24.0,46,70.6774193548387
107,540.0,2,3,3,1,4,2,-27.0,27.0,45,71.05936073059361
108,545.0,0,1,2,2,4,0,-22.0,22.0,44,70.51339285714286
109,550.0,0,1,1,2,4,0,-18.0,18.0,45,70.03056768558952
110,555.0,6,7,1,1,4,0,-16.0,16.0,44,70.7304347826087
111,560.0,5,6,2,1,4,0,-20.0,20.0,47,70.2468085106383
112,565.0,5,6,2,1,4,0,-20.0,20.0,51,69.81666666666666
113,570.0,5,6,3,1,4,0,-21.0,21.0,54,69.51020408163265
114,575.0,2,3,3,1,4,1,-24.0,24.0,55,69.256
115,580.0,5,6,3,1,4,0,-25.0,25.0,56,69.58102766798419
116,585.0,2,3,3,1,4,2,-31.0,31.0,58,69.92578125
117,590.0,0,1,3,2,4,1,-27.0,27.0,61,70.55038759689923
118,595.0,7,8,3,2,3,2,-26.0,26.0,62,71.19615384615385
119,600.0,1,2,3,2,2,2,-23.0,23.0,65,71.32954545454545
120,605.0,4,5,3,2,2,3,-23.0,23.0,66,71.76029962546816
121,610.0,4,5,3,3,3,3,-30.0,30.0,66,73.00749063670412
122,615.0,0,1,2,3,3,3,-31.0,31.0,66,73.97014925373135
123,620.0,6,7,1,3,3,3,-27.0,27.0,67,73.84249084249085
124,625.0,7,8,3,2,2,3,-23.0,23.0,67,74.51636363636364
125,630.0,4,5,2,3,2,4,-30.0,30.0,67,74.63082437275986
126,635.0,7,8,2,3,1,4,-29.0,29.0,67,75.56785714285714
127,640.0,5,6,3,4,2,3,-32.0,32.0,65,76.73571428571428
128,645.0,4,5,2,4,3,2,-30.0,30.0,62,77.30496453900709
129,650.0,2,3,2,4,3,3,-36.0,36.0,62,77.31468531468532
130,655.0,2,3,3,4,3,3,-42.0,42.0,61,78.39160839160839
131,660.0,3,4,3,3,3,3,-43.0,43.0,62,78.90277777777777
132,665.0,0,1,2,4,3,3,-36.0,36.0,62,79.41379310344827
133,670.0,2,3,1,4,3,2,-36.0,36.0,59,80.15807560137458
134,675.0,6,7,3,3,3,3,-37.0,37.0,61,79.8141891891892
135,680.0,0,1,1,4,3,3,-31.0,31.0,64,80.32885906040268
136,685.0,4,5,0,4,3,2,-32.0,32.0,68,79.33986928104575
137,690.0,4,5,0,4,4,3,-37.0,37.0,71,79.74757281553399
138,695.0,2,3,0,4,4,3,-42.0,42.0,69,80.88349514563107
139,700.0,2,3,0,4,4,3,-46.0,46.0,69,82.0
140,705.0,2,3,0,4,4,3,-50.0,50.0,66,83.07766990291262
141,710.0,2,3,0,4,4,3,-54.0,54.0,63,84.11326860841424
142,715.0,2,3,0,4,4,3,-58.0,58.0,64,84.32371794871794
143,720.0,2,3,0,4,4,3,-58.0,58.0,63,85.06389776357827
