decision_step,time,action,phase_id,state_north_count,state_east_count,state_south_count,state_west_count,reward,total_waiting,vehicle_count,avg_travel_time
0,5.0,4,5,0,0,0,0,-0.1,0.0,1,4.0
1,10.0,4,5,0,0,0,0,-0.1,0.0,1,9.0
2,15.0,4,5,0,0,0,0,-0.1,0.0,1,14.0
3,20.0,4,5,0,0,0,0,-0.2,0.0,2,11.5
4,25.0,4,5,0,0,0,0,-0.30000000000000004,0.0,3,9.25
5,30.0,4,5,0,0,0,0,-0.6000000000000001,0.0,6,10.166666666666666
6,35.0,4,5,0,0,1,0,-2.0,1.0,10,9.9
7,40.0,6,7,0,0,1,0,-2.1,1.0,11,13.727272727272727
8,45.0,6,7,0,0,1,0,-2.4000000000000004,1.0,14,15.285714285714286
9,50.0,6,7,0,0,1,1,-3.6,2.0,16,18.1875
10,55.0,7,8,0,0,0,3,-4.7,3.0,17,22.058823529411764
11,60.0,4,5,0,0,0,4,-6.0,4.0,20,23.6
12,65.0,1,2,1,0,0,5,-8.5,6.0,25,23.32
13,70.0,7,8,1,1,0,5,-9.9,7.0,29,24.896551724137932
14,75.0,1,2,4,0,0,5,-12.0,9.0,30,29.066666666666666
15,80.0,2,3,3,1,0,5,-12.0,9.0,30,34.06666666666667
16,85.0,4,5,0,3,0,5,-11.1,8.0,31,35.666666666666664
17,90.0,4,5,0,5,0,5,-13.0,10.0,30,40.24242424242424
18,95.0,6,7,2,5,0,6,-15.9,13.0,29,44.63636363636363
19,100.0,6,7,3,1,0,7,-14.1,11.0,31,46.457142857142856
20,105.0,6,7,3,0,0,7,-12.9,10.0,29,50.68571428571428
21,110.0,7,8,3,2,0,8,-16.0,13.0,30,51.83783783783784
22,115.0,4,5,0,4,0,8,-15.0,12.0,30,51.7
23,120.0,5,6,0,4,0,4,-11.1,8.0,31,52.833333333333336
24,125.0,5,6,0,5,0,2,-10.3,7.0,33,49.625
25,130.0,4,5,0,5,0,2,-10.3,7.0,33,51.02
26,135.0,4,5,0,5,0,5,-13.3,10.0,33,53.294117647058826
27,140.0,6,7,0,2,1,5,-11.5,8.0,35,54.43396226415094
28,145.0,1,2,1,0,0,5,-9.2,6.0,32,57.509433962264154
29,150.0,7,8,3,1,0,6,-13.2,10.0,32,58.30909090909091
30,155.0,2,3,5,5,0,6,-19.1,16.0,31,60.017857142857146
31,160.0,4,5,3,6,0,6,-18.4,15.0,34,59.74576271186441
32,165.0,0,1,1,6,0,2,-12.7,9.0,37,58.857142857142854
33,170.0,4,5,0,7,0,2,-12.8,9.0,38,58.26865671641791
34,175.0,2,3,2,8,0,4,-17.9,14.0,39,57.74647887323944
35,180.0,5,6,2,9,1,0,-16.1,12.0,41,58.24324324324324
36,185.0,4,5,0,9,1,2,-16.3,12.0,43,59.53947368421053
37,190.0,7,8,2,10,0,2,-19.2,15.0,42,62.3421052631579
38,195.0,6,7,2,9,1,2,-17.8,14.0,38,64.92105263157895
39,200.0,5,6,2,9,4,0,-18.6,15.0,36,67.32894736842105
40,205.0,1,2,2,8,3,1,-17.6,14.0,36,69.69736842105263
41,210.0,3,4,2,6,4,1,-16.5,13.0,35,71.05194805194805
42,215.0,6,7,2,2,6,1,-14.4,11.0,34,72.32051282051282
43,220.0,4,5,0,5,6,1,-15.3,12.0,33,73.53164556962025
44,225.0,4,5,0,6,6,1,-16.2,13.0,32,71.97590361445783
45,230.0,6,7,0,6,6,1,-16.8,13.0,38,68.38888888888889
46,235.0,6,7,0,3,6,1,-13.9,10.0,39,66.26041666666667
47,240.0,5,6,0,1,6,0,-11.4,7.0,44,63.99029126213592
48,245.0,5,6,0,5,6,0,-15.600000000000001,11.0,46,65.70192307692308
49,250.0,7,8,0,7,3,1,-15.5,11.0,45,66.68867924528301
50,255.0,1,2,3,5,0,3,-15.7,11.0,47,68.95283018867924
51,260.0,5,6,5,5,3,3,-20.6,16.0,46,71.15094339622641
52,265.0,4,5,3,8,3,3,-21.6,17.0,46,71.95370370370371
53,270.0,7,8,4,10,0,4,-24.6,20.0,46,73.41284403669725
54,275.0,2,3,5,10,1,4,-28.6,24.0,46,74.16216216216216
55,280.0,5,6,7,10,1,0,-29.5,25.0,45,76.2072072072072
56,285.0,6,7,7,10,1,2,-27.4,23.0,44,76.14035087719299
57,290.0,6,7,7,9,1,2,-23.5,19.0,45,76.09401709401709
58,295.0,6,7,7,5,1,3,-20.4,16.0,44,76.06666666666666
59,300.0,6,7,7,2,1,4,-18.8,14.0,48,74.34920634920636
60,305.0,2,3,7,2,1,4,-19.0,14.0,50,75.7007874015748
61,310.0,2,3,8,5,2,4,-24.2,19.0,52,74.79545454545455
62,315.0,5,6,9,8,3,1,-26.0,21.0,50,76.71212121212122
63,320.0,4,5,7,10,3,2,-28.0,23.0,50,76.8962962962963
64,325.0,5,6,7,10,3,0,-27.9,23.0,49,78.125
65,330.0,6,7,9,10,3,2,-28.8,24.0,48,79.2992700729927
66,335.0,4,5,5,8,4,2,-23.7,19.0,47,81.01459854014598
67,340.0,1,2,5,7,3,2,-21.9,17.0,49,81.56834532374101
68,345.0,6,7,6,5,1,2,-19.2,14.0,52,80.52777777777777
69,350.0,3,4,9,5,5,2,-26.1,21.0,51,81.7448275862069
70,355.0,1,2,10,2,0,2,-18.8,14.0,48,83.44827586206897
71,360.0,0,1,7,4,2,0,-17.7,13.0,47,84.48630136986301
72,365.0,4,5,3,7,3,1,-18.3,14.0,43,85.9931506849315
73,370.0,5,6,2,10,4,0,-21.1,17.0,41,86.85714285714286
74,375.0,6,7,6,9,5,0,-24.1,20.0,41,87.06040268456375
75,380.0,1,2,7,6,1,1,-19.1,15.0,41,88.43624161073825
76,385.0,3,4,7,3,2,1,-16.8,13.0,38,88.55629139072848
77,390.0,6,7,7,1,3,1,-15.8,12.0,38,89.24342105263158
78,395.0,1,2,7,1,0,1,-12.7,9.0,37,89.87581699346406
79,400.0,6,7,8,0,2,1,-15.100000000000001,11.0,41,87.71698113207547
80,405.0,6,7,8,0,3,1,-16.0,12.0,40,87.90062111801242
81,410.0,0,1,3,2,3,0,-11.7,8.0,37,88.51851851851852
82,415.0,0,1,0,2,3,0,-8.9,5.0,39,88.60975609756098
83,420.0,6,7,2,0,3,1,-9.9,6.0,39,88.71686746987952
84,425.0,2,3,5,1,3,2,-14.7,11.0,37,88.78571428571429
85,430.0,2,3,7,4,3,2,-19.5,16.0,35,89.83928571428571
86,435.0,6,7,7,0,3,2,-15.4,12.0,34,90.32544378698225
87,440.0,1,2,7,0,0,4,-14.5,11.0,35,88.74712643678161
88,445.0,7,8,8,1,0,4,-16.5,13.0,35,88.2090395480226
89,450.0,5,6,9,2,0,1,-15.7,12.0,37,87.73333333333333
90,455.0,3,4,9,2,0,2,-17.0,13.0,40,87.34426229508196
91,460.0,4,5,5,2,0,4,-14.9,11.0,39,88.4207650273224
92,465.0,5,6,3,2,0,0,-9.0,5.0,40,87.56149732620321
93,470.0,4,5,2,2,5,2,-14.6,11.0,36,88.55614973262033
94,475.0,0,1,0,2,7,0,-12.8,9.0,38,87.6544502617801
95,480.0,5,6,1,3,8,0,-16.0,12.0,40,86.88717948717948
96,485.0,7,8,5,4,4,0,-17.2,13.0,42,86.63636363636364
97,490.0,7,8,5,4,0,0,-13.600000000000001,9.0,46,86.06435643564356
98,495.0,2,3,5,6,2,1,-18.6,14.0,46,85.93170731707318
99,500.0,6,7,6,1,4,1,-16.9,12.0,49,85.02857142857142
